bigg	name	super_class	class	sub_class
tag18111Z1819Z18111Z	TG(18:1(11Z)/18:1(9Z)/18:1(11Z))	Lipids and lipid-like molecules	Glycerolipids	Triradylcglycerols
tag18111Z1819Z1819Z	TG(18:1(11Z)/18:1(9Z)/18:1(9Z))	Lipids and lipid-like molecules	Glycerolipids	Triradylcglycerols
tag1819Z18111Z1819Z	TG(18:1(9Z)/18:1(11Z)/18:1(9Z))	Lipids and lipid-like molecules	Glycerolipids	Triradylcglycerols
tag1p__D	D-Tagatose 1-phosphate	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates
tag6p__D	D-Tagatose 6-phosphate	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates
tag__D	D-Tagatose	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates
tagdp__D	D-Tagatose 1,6-bisphosphate	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates
tartr__D	D-Tartaric acid	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates
tartr__L	Tartaric acid	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates
taur	Taurine	Organic acids and derivatives	Organic sulfonic acids and derivatives	Organosulfonic acids and derivatives
taxol	Paclitaxel	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids
tcb	1,2,3-Propanetricarboxylic acid	Organic acids and derivatives	Carboxylic acids and derivatives	Tricarboxylic acids and derivatives
tchola	Taurocholic acid	Lipids and lipid-like molecules	Steroids and steroid derivatives	Bile acids, alcohols and derivatives
tcynt	Thiocyanate	Organosulfur compounds	Thiocyanates	
td2coa	(2E)-Tetradecenoyl-CoA	Lipids and lipid-like molecules	Fatty Acyls	Fatty acyl thioesters
tdchola	Taurochenodesoxycholic acid	Lipids and lipid-like molecules	Steroids and steroid derivatives	Bile acids, alcohols and derivatives
tdcoa	Tetradecanoyl-CoA	Lipids and lipid-like molecules	Fatty Acyls	Fatty acyl thioesters
tdechola	Taurodeoxycholic acid	Lipids and lipid-like molecules	Steroids and steroid derivatives	Bile acids, alcohols and derivatives
tgua	Thioguanine	Organoheterocyclic compounds	Imidazopyrimidines	Purines and purine derivatives
thbpt	Tetrahydrobiopterin	Organoheterocyclic compounds	Pteridines and derivatives	Pterins and derivatives
thcys	Thiocysteine	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
thmmp	Thiamine monophosphate	Organoheterocyclic compounds	Diazines	Pyrimidines and pyrimidine derivatives
thmpp	Thiamine pyrophosphate	Organoheterocyclic compounds	Diazines	Pyrimidines and pyrimidine derivatives
thmpp	Thiamine(1+) Diphosphate(1-)	Organoheterocyclic compounds	Diazines	Pyrimidines and pyrimidine derivatives
thmtp	Thiamine triphosphate	Organoheterocyclic compounds	Diazines	Pyrimidines and pyrimidine derivatives
thp2c	(S)-2,3,4,5-Tetrahydropiperidine-2-carboxylate	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
thp2c	(S)-2,3,4,5-tetrahydropyridine-2-carboxylate	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
thptdn	Tetrahydropteridine	Organoheterocyclic compounds	Pteridines and derivatives	
thr__L	L-Threonine	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
thrp	O-Phosphothreonine	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
thym	Thymine	Organoheterocyclic compounds	Diazines	Pyrimidines and pyrimidine derivatives
thymd	Thymidine	Nucleosides, nucleotides, and analogues	Pyrimidine nucleosides	Pyrimidine 2'-deoxyribonucleosides
tma	Trimethylamine	Organic nitrogen compounds	Organonitrogen compounds	Amines
tmao	Trimethylamine N-oxide	Organic nitrogen compounds	Organonitrogen compounds	Aminoxides
tmlys	N6,N6,N6-Trimethyl-L-lysine	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
tol	Toluene	Benzenoids	Benzene and substituted derivatives	Toluenes
tolbutamide	Tolbutamide	Benzenoids	Benzene and substituted derivatives	Benzenesulfonamides
trdca	Tridecanoic acid	Lipids and lipid-like molecules	Fatty Acyls	Fatty acids and conjugates
trdcal	Tridecanal	Lipids and lipid-like molecules	Fatty Acyls	Fatty aldehydes
tre	Trehalose	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates
tre6p	Trehalose 6-phosphate	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates
trp__L	L-Tryptophan	Organoheterocyclic compounds	Indoles and derivatives	Indolyl carboxylic acids and derivatives
trp__L	(±)-Tryptophan	Organoheterocyclic compounds	Indoles and derivatives	Indolyl carboxylic acids and derivatives
trypta	Tryptamine	Organoheterocyclic compounds	Indoles and derivatives	Tryptamines and derivatives
ttdcal	Tetradecanal	Lipids and lipid-like molecules	Fatty Acyls	Fatty aldehydes
ttdcrn	Tetradecanoylcarnitine	Lipids and lipid-like molecules	Fatty Acyls	Fatty acid esters
ttrcyc	Tetracycline	Phenylpropanoids and polyketides	Tetracyclines	
txa2	Thromboxane A2	Lipids and lipid-like molecules	Fatty Acyls	Eicosanoids
tym	Tyramine	Benzenoids	Benzene and substituted derivatives	Phenethylamines
tym	Tyraminium	Benzenoids	Benzene and substituted derivatives	Phenethylamines
tyr__L	L-Tyrosine	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
tyrp	O-Phosphotyrosine	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
uacgam	Uridine diphosphate-N-acetylglucosamine	Nucleosides, nucleotides, and analogues	Pyrimidine nucleotides	Pyrimidine nucleotide sugars
uacgam	UDP-N-acetyl-alpha-D-glucosamine(2-)	Nucleosides, nucleotides, and analogues	Pyrimidine nucleotides	Pyrimidine nucleotide sugars
uacmam	UDP-N-acetyl-D-mannosamine	Nucleosides, nucleotides, and analogues	Pyrimidine nucleotides	Pyrimidine nucleotide sugars
udca	Undecanoic acid	Lipids and lipid-like molecules	Fatty Acyls	Fatty acids and conjugates
udcal	Undecanal	Organic oxygen compounds	Organooxygen compounds	Carbonyl compounds
udcpdp	Undecaprenyl diphosphate	Lipids and lipid-like molecules	Prenol lipids	Polyprenols
udp	Uridine 5'-diphosphate	Nucleosides, nucleotides, and analogues	Pyrimidine nucleotides	Pyrimidine ribonucleotides
udparab	UDP-L-arabinose	Nucleosides, nucleotides, and analogues	Pyrimidine nucleotides	Pyrimidine ribonucleotides
udpg	[(2R,3S,4R,5R)-5-(2,4-dioxo-1,2,3,4-tetrahydropyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl {[(3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl phosphonato]oxy}phosphonate	Nucleosides, nucleotides, and analogues	Pyrimidine nucleotides	Pyrimidine nucleotide sugars
udpgal	UDP-D-galactose(2-)	Nucleosides, nucleotides, and analogues	Pyrimidine nucleotides	Pyrimidine nucleotide sugars
udpgalur	UDP-D-galacturonate	Nucleosides, nucleotides, and analogues	Pyrimidine nucleotides	Pyrimidine nucleotide sugars
udpglcur	Uridine diphosphate glucuronic acid	Nucleosides, nucleotides, and analogues	Pyrimidine nucleotides	Pyrimidine nucleotide sugars
udpxyl	UDP-D-Xylose	Nucleosides, nucleotides, and analogues	Pyrimidine nucleotides	Pyrimidine ribonucleotides
ump	Uridine 5'-monophosphate	Nucleosides, nucleotides, and analogues	Pyrimidine nucleotides	Pyrimidine ribonucleotides
unagamu	Undecaprenyl N-acetyl-glucosaminyl-N-acetyl-mannosaminuronate pyrophosphate	Lipids and lipid-like molecules	Prenol lipids	Polyprenols
upp1	Uroporphyrin I	Organoheterocyclic compounds	Tetrapyrroles and derivatives	Porphyrins
upp3	Uroporphyrin III	Organoheterocyclic compounds	Tetrapyrroles and derivatives	Porphyrins
uppg1	Uroporphyrinogen I	Organoheterocyclic compounds	Tetrapyrroles and derivatives	Porphyrins
uppg3	Uroporphyrinogen III	Organoheterocyclic compounds	Tetrapyrroles and derivatives	Porphyrins
ura	Uracil	Organoheterocyclic compounds	Diazines	Pyrimidines and pyrimidine derivatives
urate	Uric acid	Organoheterocyclic compounds	Imidazopyrimidines	Purines and purine derivatives
urcan	Urocanic acid	Organoheterocyclic compounds	Azoles	Imidazoles
urcan	Trans-urocanate	Organic compounds	Organoheterocyclic compounds	Azoles
urdglyc	(S)-Ureidoglycolic acid	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
urea	Urea	Organic acids and derivatives	Organic carbonic acids and derivatives	Ureas
uri	Uridine	Nucleosides, nucleotides, and analogues	Pyrimidine nucleosides	
utp	Uridine triphosphate	Nucleosides, nucleotides, and analogues	Pyrimidine nucleotides	Pyrimidine ribonucleotides
val__L	L-Valine	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
vanln	Vanillin	Benzenoids	Phenols	Methoxyphenols
vanlt	Vanillic acid	Benzenoids	Benzene and substituted derivatives	Benzoic acids and derivatives
vioxan	Violaxanthin	Lipids and lipid-like molecules	Prenol lipids	Tetraterpenoids
xan	Xanthine	Organoheterocyclic compounds	Imidazopyrimidines	Purines and purine derivatives
xol25oh	25-Hydroxycholesterol	Lipids and lipid-like molecules	Steroids and steroid derivatives	Cholestane steroids
xtsn	Xanthosine	Nucleosides, nucleotides, and analogues	Purine nucleosides	
xu5p__D	Xylulose 5-phosphate	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates
xyl__D	D-Xylose	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates
xyl__D	Aldehydo-D-xylose	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates
xylb	Xylobiose	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates
xylnact__D	D-Xylono-1,5-lactone	Organoheterocyclic compounds	Lactones	Delta valerolactones
xylu__D	D-Xylulose	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Monosaccharides
xylu__L	L-Threo-2-pentulose	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates
zeax	Zeaxanthin	Lipids and lipid-like molecules	Prenol lipids	Tetraterpenoids
zym_int2	Zymosterol intermediate 2	Lipids and lipid-like molecules	Steroids and steroid derivatives	Cholestane steroids
